votos_call,votos_put,terreno,rsi,atr,bb_width,dist_sma,vol_rel,decisao_ia,resultado_real
0,0,SCRIPT_30S,50.00,0.000000,0.000000,0.000000,0.00,SCRIPT,LOSS
0,0,SCRIPT_30S,50.00,0.000000,0.000000,0.000000,0.00,SCRIPT,LOSS
0,0,SCRIPT_30S,50.00,0.000000,0.000000,0.000000,0.00,SCRIPT,LOSS
